,Pathogen,Frequency Count,Percent of Total Frequency,Year,Population Group
2485,Aerococcus sanguinicola,5,<0.1,2021,Adult
2486,Burkholderia cenocepacia,5,<0.1,2021,Adult
2487,Campylobacter,5,<0.1,2021,Adult
2488,Corynebacterium species not Corynebacterium jeikeium,5,<0.1,2021,Adult
2489,Desulfovibrio,5,<0.1,2021,Adult
2490,Enterobacter cancerogenus,5,<0.1,2021,Adult
2491,Eubacterium,5,<0.1,2021,Adult
2492,Aggregatibacter aphrophilus,5,<0.1,2021,Adult
2493,Kluyvera intermedia,5,<0.1,2021,Adult
2494,Kocuria kristinae,5,<0.1,2021,Adult
2495,Lactobacillus acidophilus,5,<0.1,2021,Adult
2496,Lactobacillus paracasei,5,<0.1,2021,Adult
2497,Mold,5,<0.1,2021,Adult
2498,Mucor,5,<0.1,2021,Adult
2499,Mycobacterium chelonae,5,<0.1,2021,Adult
2500,Mycobacterium avium,5,<0.1,2021,Adult
2501,Pediococcus,5,<0.1,2021,Adult
2502,Rahnella aquatilis,5,<0.1,2021,Adult
2503,Staphylococcus sciuri,5,<0.1,2021,Adult
2504,Streptococcus dysgalactiae subsp. dysgalactiae,5,<0.1,2021,Adult
2505,Streptococcus vestibularis,5,<0.1,2021,Adult
2506,Actinomyces naeslundii,4,<0.1,2021,Adult
2507,Aeromonas caviae,4,<0.1,2021,Adult
2508,Aggregatibacter,4,<0.1,2021,Adult
2509,Anaerobic Gram-negative coccus,4,<0.1,2021,Adult
2510,Aspergillus niger,4,<0.1,2021,Adult
2511,Bacteroides nordii,4,<0.1,2021,Adult
2512,Campylobacter gracilis,4,<0.1,2021,Adult
2513,Campylobacter ureolyticus,4,<0.1,2021,Adult
2514,Candida bracarensis,4,<0.1,2021,Adult
2515,Candida lipolytica,4,<0.1,2021,Adult
2516,Candida utilis,4,<0.1,2021,Adult
2517,Chryseobacterium,4,<0.1,2021,Adult
2518,Cladosporium,4,<0.1,2021,Adult
2519,Dialister pneumosintes,4,<0.1,2021,Adult
2520,Aerobic diphtheroids,4,<0.1,2021,Adult
2521,Anaerobic diphtheroids,4,<0.1,2021,Adult
2522,Enterobacter amnigenus,4,<0.1,2021,Adult
2523,Enterobacter ludwigii,4,<0.1,2021,Adult
2524,Fungi,4,<0.1,2021,Adult
2525,Gram-negative coccobacillus,4,<0.1,2021,Adult
2526,Granulicatella elegans,4,<0.1,2021,Adult
2527,Haemophilus haemolyticus,4,<0.1,2021,Adult
2528,Kocuria,4,<0.1,2021,Adult
2529,Leptotrichia buccalis,4,<0.1,2021,Adult
2530,Leuconostoc lactis,4,<0.1,2021,Adult
2531,Mycobacterium fortuitum complex,4,<0.1,2021,Adult
2532,Nocardia,4,<0.1,2021,Adult
2533,Paenibacillus,4,<0.1,2021,Adult
2534,Parvimonas,4,<0.1,2021,Adult
2535,Penicillium,4,<0.1,2021,Adult
2536,Kodamaea ohmeri,4,<0.1,2021,Adult
2537,Porphyromonas somerae,4,<0.1,2021,Adult
2538,Prevotella oralis group,4,<0.1,2021,Adult
2539,Pseudomonas mendocina,4,<0.1,2021,Adult
2540,Peptococcus,4,<0.1,2021,Adult
2541,Rhodotorula,4,<0.1,2021,Adult
2542,Shewanella putrefaciens,4,<0.1,2021,Adult
2543,Staphylococcus cohnii ss cohnii,4,<0.1,2021,Adult
2544,Staphylococcus xylosus,4,<0.1,2021,Adult
2545,Streptococcus constellatus subspecies pharyngis,4,<0.1,2021,Adult
2546,Streptococcus mutans,4,<0.1,2021,Adult
2547,Trichosporon,4,<0.1,2021,Adult
2548,Veillonella dispar,4,<0.1,2021,Adult
2549,Aeromonas hydrophila complex,3,<0.1,2021,Adult
2550,Aeromonas sobria,3,<0.1,2021,Adult
2551,Aeromonas veronii,3,<0.1,2021,Adult
2552,Aggregatibacter segnis,3,<0.1,2021,Adult
2553,Alloscardovia omnicolens,3,<0.1,2021,Adult
2554,Alcaligenes xylosoxidans ss. xylosoxidans,3,<0.1,2021,Adult
2555,Bacillus circulans,3,<0.1,2021,Adult
2556,Bifidobacterium longum,3,<0.1,2021,Adult
2557,Candida pararugosa,3,<0.1,2021,Adult
2558,Capnocytophaga gingivalis,3,<0.1,2021,Adult
2559,Chryseobacterium gleum,3,<0.1,2021,Adult
2560,Chryseomonas luteola,3,<0.1,2021,Adult
2561,Clavispora lusitaniae,3,<0.1,2021,Adult
2562,Clostridium baratii,3,<0.1,2021,Adult
2563,Clostridium glycolicum,3,<0.1,2021,Adult
2564,Comamonas testosteroni,3,<0.1,2021,Adult
2565,Corynebacterium coyleae,3,<0.1,2021,Adult
2566,Corynebacterium urealyticum,3,<0.1,2021,Adult
2567,Entamoeba coli,3,<0.1,2021,Adult
2568,Fusobacterium periodonticum,3,<0.1,2021,Adult
2569,Klebsiella pneumoniae ss. rhinoscleromatis,3,<0.1,2021,Adult
2570,Eggerthia catenaformis,3,<0.1,2021,Adult
2571,Lactobacillus salivarius,3,<0.1,2021,Adult
2572,Lactococcus garvieae,3,<0.1,2021,Adult
2573,Leptotrichia goodfellowii,3,<0.1,2021,Adult
2574,Leuconostoc pseudomesenteroides,3,<0.1,2021,Adult
2575,Mobiluncus,3,<0.1,2021,Adult
2576,Neisseria sicca,3,<0.1,2021,Adult
2577,Neisseria meningitidis,3,<0.1,2021,Adult
2578,Oligella urethralis,3,<0.1,2021,Adult
2579,Parabacteroides goldsteinii,3,<0.1,2021,Adult
2580,Pasteurella multocida ss. multocida,3,<0.1,2021,Adult
2581,Pasteurella,3,<0.1,2021,Adult
2582,Pediococcus pentosaceus,3,<0.1,2021,Adult
2583,Prevotella dentalis,3,<0.1,2021,Adult
2584,Prevotella nigrescens,3,<0.1,2021,Adult
2585,Providencia alcalifaciens,3,<0.1,2021,Adult
2586,Pseudoflavonifractor capillosus,3,<0.1,2021,Adult
2587,Ralstonia pickettii,3,<0.1,2021,Adult
2588,Rhizopus,3,<0.1,2021,Adult
2589,Rhodotorula rubra,3,<0.1,2021,Adult
2590,Ruminococcus gnavus,3,<0.1,2021,Adult
2591,Saccharomyces,3,<0.1,2021,Adult
2592,Shewanella algae,3,<0.1,2021,Adult
2593,Solobacterium moorei,3,<0.1,2021,Adult
2594,Sphingomonas parapaucimobilis,3,<0.1,2021,Adult
2595,Staphylococcus schleiferi subsp. coagulans,3,<0.1,2021,Adult
2596,Staphylococcus cohnii subspecies urealyticus,3,<0.1,2021,Adult
2597,Streptococcus cristatus,3,<0.1,2021,Adult
2598,Streptococcus pseudoporcinus,3,<0.1,2021,Adult
2599,Weeksella virosa,3,<0.1,2021,Adult
2600,Acidovorax temperans,2,<0.1,2021,Adult
2601,Actinomyces israelii,2,<0.1,2021,Adult
2602,Actinomyces oris,2,<0.1,2021,Adult
2603,Aspergillus flavus,2,<0.1,2021,Adult
2604,Alcaligenes,2,<0.1,2021,Adult
2605,Arcanobacterium haemolyticum,2,<0.1,2021,Adult
2606,Atopobium parvulum,2,<0.1,2021,Adult
2607,Atopobium rimae,2,<0.1,2021,Adult
2608,Atopobium,2,<0.1,2021,Adult
2609,Bipolaris,2,<0.1,2021,Adult
2610,Bordetella bronchiseptica,2,<0.1,2021,Adult
2611,Bordetella,2,<0.1,2021,Adult
2612,Bordetella trematum,2,<0.1,2021,Adult
2613,Brevundimonas diminuta,2,<0.1,2021,Adult
2614,Brevibacterium,2,<0.1,2021,Adult
2615,Bacillus subtilis,2,<0.1,2021,Adult
2616,Campylobacter rectus,2,<0.1,2021,Adult
2617,Candida ciferrii,2,<0.1,2021,Adult
2618,Candida nivariensis,2,<0.1,2021,Adult
2619,Candida norvegensis,2,<0.1,2021,Adult
2620,Candida zeylanoides,2,<0.1,2021,Adult
2621,Capnocytophaga ochracea,2,<0.1,2021,Adult
2622,Catabacter hongkongensis,2,<0.1,2021,Adult
2623,Cedecea neteri,2,<0.1,2021,Adult
2624,Citrobacter rodentium,2,<0.1,2021,Adult
2625,Clostridium histolyticum,2,<0.1,2021,Adult
2626,Clostridium symbiosum,2,<0.1,2021,Adult
2627,Corynebacterium accolens,2,<0.1,2021,Adult
2628,Corynebacterium durum,2,<0.1,2021,Adult
2629,Corynebacterium kroppenstedtii,2,<0.1,2021,Adult
2630,Cupriavidus pauculus,2,<0.1,2021,Adult
2631,Cyberlindnera fabianii,2,<0.1,2021,Adult
2632,Dermacoccus,2,<0.1,2021,Adult
2633,Dialister,2,<0.1,2021,Adult
2634,Desulfovibrio desulfuricans,2,<0.1,2021,Adult
2635,"EHEC, serotype O157:H7",2,<0.1,2021,Adult
2636,Eggerthia,2,<0.1,2021,Adult
2637,Eikenella,2,<0.1,2021,Adult
2638,Erysipelothrix rhusiopathiae,2,<0.1,2021,Adult
2639,Escherichia albertii,2,<0.1,2021,Adult
2640,Escherichia fergusonii,2,<0.1,2021,Adult
2641,Escherichia vulneris,2,<0.1,2021,Adult
2642,Ewingella americana,2,<0.1,2021,Adult
2643,Facklamia hominis,2,<0.1,2021,Adult
2644,Facklamia,2,<0.1,2021,Adult
2645,Neisseria gonorrhoeae,2,<0.1,2021,Adult
2646,Globicatella sanguinis,2,<0.1,2021,Adult
2647,Gordonia bronchialis,2,<0.1,2021,Adult
2648,Haemophilus parahaemolyticus,2,<0.1,2021,Adult
2649,Kluyveromyces marxianus,2,<0.1,2021,Adult
2650,Lactobacillus reuteri,2,<0.1,2021,Adult
2651,Leuconostoc citreum,2,<0.1,2021,Adult
2652,Leuconostoc mesenteroides,2,<0.1,2021,Adult
2653,Mobiluncus curtisii,2,<0.1,2021,Adult
2654,Moraxella nonliquefaciens,2,<0.1,2021,Adult
2655,Morganella,2,<0.1,2021,Adult
2656,Mycobacterium gordonae,2,<0.1,2021,Adult
2657,Mycobacterium intracellulare,2,<0.1,2021,Adult
2658,Mycobacterium smegmatis,2,<0.1,2021,Adult
2659,Myroides odoratus,2,<0.1,2021,Adult
2660,Ochrobactrum intermedium,2,<0.1,2021,Adult
2661,Ochrobactrum,2,<0.1,2021,Adult
2662,Paecilomyces,2,<0.1,2021,Adult
2663,Pasteurella canis,2,<0.1,2021,Adult
2664,Porphyromonas endodontalis,2,<0.1,2021,Adult
2665,Prevotella corporis,2,<0.1,2021,Adult
2666,Prototheca wickerhamii,2,<0.1,2021,Adult
2667,Providencia rustigianii,2,<0.1,2021,Adult
2668,Ralstonia mannitolilytica,2,<0.1,2021,Adult
2669,Ralstonia,2,<0.1,2021,Adult
2670,Rhizobium radiobacter,2,<0.1,2021,Adult
2671,Robinsoniella peoriensis,2,<0.1,2021,Adult
2672,Rothia dentocariosa,2,<0.1,2021,Adult
2673,Staphylococcus carnosus,2,<0.1,2021,Adult
2674,Staphylococcus chromogenes,2,<0.1,2021,Adult
2675,Staphylococcus lentus,2,<0.1,2021,Adult
2676,Staphylococcus hominis novobiosepticus,2,<0.1,2021,Adult
2677,Staphylococcus schleiferi ss. schleiferi,2,<0.1,2021,Adult
2678,Streptomyces,2,<0.1,2021,Adult
2679,Streptococcus infantarius,2,<0.1,2021,Adult
2680,Streptococcus lutetiensis,2,<0.1,2021,Adult
2681,Streptococcus sanguinis group,2,<0.1,2021,Adult
2682,Streptococcus acidominimus,2,<0.1,2021,Adult
2683,Sutterella wadsworthensis,2,<0.1,2021,Adult
2684,Mycobacterium tuberculosis complex,2,<0.1,2021,Adult
2685,Turicibacter sanguinis,2,<0.1,2021,Adult
2686,Yokenella regensburgei,2,<0.1,2021,Adult
2687,Actinobacillus hominis,1,<0.1,2021,Adult
2688,Acidovorax delafieldii,1,<0.1,2021,Adult
2689,Acholeplasma,1,<0.1,2021,Adult
2690,Acidovorax facilis,1,<0.1,2021,Adult
2691,Acidovorax,1,<0.1,2021,Adult
2692,Acidaminococcus,1,<0.1,2021,Adult
2693,Acremonium,1,<0.1,2021,Adult
2694,Actinobaculum massiliense,1,<0.1,2021,Adult
2695,Actinotignum,1,<0.1,2021,Adult
2696,Actinomyces urogenitalis,1,<0.1,2021,Adult
2697,Human adenovirus,1,<0.1,2021,Adult
2698,Aeromonas caviae complex,1,<0.1,2021,Adult
2699,Aeromonas jandei,1,<0.1,2021,Adult
2700,Aeromonas salmonicida,1,<0.1,2021,Adult
2701,Agrobacterium,1,<0.1,2021,Adult
2702,Alloiococcus otitis,1,<0.1,2021,Adult
2703,Alternaria,1,<0.1,2021,Adult
2704,Anaerococcus octavius,1,<0.1,2021,Adult
2705,Anaerobiospirillum,1,<0.1,2021,Adult
2706,Arcanobacterium,1,<0.1,2021,Adult
2707,Arsenicicoccus bolidensis,1,<0.1,2021,Adult
2708,Arthrographis,1,<0.1,2021,Adult
2709,Aspergillus versicolor,1,<0.1,2021,Adult
2710,Aureobasidium pullulans,1,<0.1,2021,Adult
2711,Bacillus licheniformis,1,<0.1,2021,Adult
2712,Bacteroides massiliensis,1,<0.1,2021,Adult
2713,Alistipes putredinis,1,<0.1,2021,Adult
2714,Odoribacter splanchnicus,1,<0.1,2021,Adult
2715,Bacillus thuringiensis,1,<0.1,2021,Adult
2716,Beauveria,1,<0.1,2021,Adult
2717,Bifidobacterium scardovii,1,<0.1,2021,Adult
2718,Bacillus methanolicus,1,<0.1,2021,Adult
2719,Brevibacillus laterosporus,1,<0.1,2021,Adult
2720,Brevundimonas,1,<0.1,2021,Adult
2721,Brevibacterium casei,1,<0.1,2021,Adult
2722,Burkholderia contaminans,1,<0.1,2021,Adult
2723,Burkholderia vietnamiensis,1,<0.1,2021,Adult
2724,Butyricimonas,1,<0.1,2021,Adult
2725,Campylobacter jejuni,1,<0.1,2021,Adult
2726,Candida catenulata,1,<0.1,2021,Adult
2727,Candida inconspicua,1,<0.1,2021,Adult
2728,Candida intermedia,1,<0.1,2021,Adult
2729,Candida lambica,1,<0.1,2021,Adult
2730,Candida pelliculosa,1,<0.1,2021,Adult
2731,Candida rugosa,1,<0.1,2021,Adult
2732,Citrobacter gillenii,1,<0.1,2021,Adult
2733,Citrobacter murliniae,1,<0.1,2021,Adult
2734,Clostridium bolteae,1,<0.1,2021,Adult
2735,Clostridium celerecrescens,1,<0.1,2021,Adult
2736,Clostridium fallax,1,<0.1,2021,Adult
2737,Clostridium hathewayi,1,<0.1,2021,Adult
2738,Clostridium putrefaciens,1,<0.1,2021,Adult
2739,Clostridium tetani,1,<0.1,2021,Adult
2740,Collinsella aerofaciens,1,<0.1,2021,Adult
2741,Comamonas kerstersii,1,<0.1,2021,Adult
2742,Comamonas,1,<0.1,2021,Adult
2743,Corynebacterium afermentans,1,<0.1,2021,Adult
2744,Corynebacterium diphtheriae,1,<0.1,2021,Adult
2745,Corynebacterium glucuronolyticum,1,<0.1,2021,Adult
2746,Corynebacterium matruchotii,1,<0.1,2021,Adult
2747,Corynebacterium pseudotuberculosis,1,<0.1,2021,Adult
2748,Corynebacterium simulans,1,<0.1,2021,Adult
2749,Corynebacterium spheniscorum,1,<0.1,2021,Adult
2750,Corynebacterium ulcerans,1,<0.1,2021,Adult
2751,Curvularia,1,<0.1,2021,Adult
2752,Dialister micraerophilus,1,<0.1,2021,Adult
2753,Dolosigranulum,1,<0.1,2021,Adult
2754,Edwardsiella,1,<0.1,2021,Adult
2755,Edwardsiella tarda,1,<0.1,2021,Adult
2756,Elizabethkingia,1,<0.1,2021,Adult
2757,Enterococcus cecorum,1,<0.1,2021,Adult
2758,Enterococcus italicus,1,<0.1,2021,Adult
2759,Enterococcus ratti,1,<0.1,2021,Adult
2760,Enterococcus mundtii,1,<0.1,2021,Adult
2761,Erwinia,1,<0.1,2021,Adult
2762,Eubacterium saburreum,1,<0.1,2021,Adult
2763,Facklamia languida,1,<0.1,2021,Adult
2764,Flavobacterium,1,<0.1,2021,Adult
2765,Flavonifractor plautii,1,<0.1,2021,Adult
2766,Fusarium solani,1,<0.1,2021,Adult
2767,Fusarium verticillioides,1,<0.1,2021,Adult
2768,Fusobacterium necrophorum ss necrophorum,1,<0.1,2021,Adult
2769,Fusobacterium nucleatum ss fusiforme,1,<0.1,2021,Adult
2770,Gemella bergeriae,1,<0.1,2021,Adult
2771,Globicatella,1,<0.1,2021,Adult
2772,Gordonia,1,<0.1,2021,Adult
2773,Gram-variable coccobacillus,1,<0.1,2021,Adult
2774,Helicobacter,1,<0.1,2021,Adult
2775,Kerstersia gyiorum,1,<0.1,2021,Adult
2776,Kingella denitrificans,1,<0.1,2021,Adult
2777,Lactobacillus gastricus,1,<0.1,2021,Adult
2778,Genus Lachnoanaerobaculum,1,<0.1,2021,Adult
2779,Lactobacillus iners,1,<0.1,2021,Adult
2780,Lactobacillus johnsonii,1,<0.1,2021,Adult
2781,Lactobacillus plantarum,1,<0.1,2021,Adult
2782,Lecythophora hoffmannii,1,<0.1,2021,Adult
2783,Legionella,1,<0.1,2021,Adult
2784,Malassezia furfur,1,<0.1,2021,Adult
2785,Megasphaera,1,<0.1,2021,Adult
2786,Micromonospora,1,<0.1,2021,Adult
2787,Microbacterium,1,<0.1,2021,Adult
2788,Mobiluncus mulieris,1,<0.1,2021,Adult
2789,Moraxella lacunata,1,<0.1,2021,Adult
2790,Myroides,1,<0.1,2021,Adult
2791,Mucor circinelloides,1,<0.1,2021,Adult
2792,Mycobacterium farcinogenes,1,<0.1,2021,Adult
2793,Mycobacterium goodii,1,<0.1,2021,Adult
2794,Mycobacterium mageritense,1,<0.1,2021,Adult
2795,Mycobacterium phocaicum,1,<0.1,2021,Adult
2796,Neisseria elongata,1,<0.1,2021,Adult
2797,Neisseria flavescens,1,<0.1,2021,Adult
2798,Neisseria weaveri,1,<0.1,2021,Adult
2799,Neisseria oralis,1,<0.1,2021,Adult
2800,Neisseria subflava,1,<0.1,2021,Adult
2801,Nocardia farcinica,1,<0.1,2021,Adult
2802,Nocardia veterana,1,<0.1,2021,Adult
2803,Nutritionally variant streptococci,1,<0.1,2021,Adult
2804,Paenibacillus macerans,1,<0.1,2021,Adult
2805,Pantoea ananatis,1,<0.1,2021,Adult
2806,Pantoea dispersa,1,<0.1,2021,Adult
2807,Pandoraea,1,<0.1,2021,Adult
2808,Paracoccus yeei,1,<0.1,2021,Adult
2809,Peptococcus niger,1,<0.1,2021,Adult
2810,Peptoniphilus lacrimalis,1,<0.1,2021,Adult
2811,human parainfluenza viruses,1,<0.1,2021,Adult
2812,Meyerozyma guilliermondii,1,<0.1,2021,Adult
2813,Prevotella buccalis,1,<0.1,2021,Adult
2814,Prevotella pallens,1,<0.1,2021,Adult
2815,Propionimicrobium,1,<0.1,2021,Adult
2816,Proteus myxofaciens,1,<0.1,2021,Adult
2817,Pseudomonas alcaligenes,1,<0.1,2021,Adult
2818,Pseudallescheria boydii,1,<0.1,2021,Adult
2819,Pseudomonas pseudoalcaligenes,1,<0.1,2021,Adult
2820,Pseudozyma,1,<0.1,2021,Adult
2821,Human rhinovirus,1,<0.1,2021,Adult
2822,Rhizopus microsporus,1,<0.1,2021,Adult
2823,Rhizobium,1,<0.1,2021,Adult
2824,Rhodotorula minuta,1,<0.1,2021,Adult
2825,Roseomonas,1,<0.1,2021,Adult
2826,Saprochaete,1,<0.1,2021,Adult
2827,Sarcina,1,<0.1,2021,Adult
2828,Scedosporium boydii,1,<0.1,2021,Adult
2829,Scedosporium inflatum,1,<0.1,2021,Adult
2830,Scopulariopsis,1,<0.1,2021,Adult
2831,Serratia entomophila,1,<0.1,2021,Adult
2832,Serratia ficaria,1,<0.1,2021,Adult
2833,Serratia plymuthica,1,<0.1,2021,Adult
2834,Slackia exigua,1,<0.1,2021,Adult
2835,Sphingobacterium faecium,1,<0.1,2021,Adult
2836,Sphingobacterium multivorum,1,<0.1,2021,Adult
2837,Staphylococcus arlettae,1,<0.1,2021,Adult
2838,Staphylococcus delphini,1,<0.1,2021,Adult
2839,Staphylococcus hyicus,1,<0.1,2021,Adult
2840,Staphylococcus kloosii,1,<0.1,2021,Adult
2841,Staphylococcus piscifermentans,1,<0.1,2021,Adult
2842,Streptococcus alactolyticus,1,<0.1,2021,Adult
2843,Small-colony-forming beta-hemolytic group A streptococci,1,<0.1,2021,Adult
2844,Streptobacillus moniliformis,1,<0.1,2021,Adult
2845,Streptococcus dolonei,1,<0.1,2021,Adult
2846,Streptococcus equinus,1,<0.1,2021,Adult
2847,Streptococcus equi subsp. equi,1,<0.1,2021,Adult
2848,Streptococcus iniae,1,<0.1,2021,Adult
2849,Streptococcus ovis,1,<0.1,2021,Adult
2850,Streptococcus salivarius subsp. salivarius,1,<0.1,2021,Adult
2851,Streptococcus suis,1,<0.1,2021,Adult
2852,Tissierella,1,<0.1,2021,Adult
2853,Trichoderma,1,<0.1,2021,Adult
2854,Trichosporon mucoides,1,<0.1,2021,Adult
2855,Trueperella,1,<0.1,2021,Adult
2856,Turicella otitidis,1,<0.1,2021,Adult
2857,Weissella,1,<0.1,2021,Adult
2858,Wolinella,1,<0.1,2021,Adult
2859,Yersinia frederiksenii,1,<0.1,2021,Adult
2860,Yersinia,1,<0.1,2021,Adult
